partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2015","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000099221.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2017","Comprehensive Dialogue on Space, 2017",,Legacy,Not Specified,Not Specified,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000257245.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2018","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000384601.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2019","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2019,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000501699.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2020","JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2020",,Legacy,Not Specified,Not Specified,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/100087506.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2023","JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2023",,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/100483083.pdf,,
JPN Participated in France's AsterX,JPN Participated in France's AsterX,,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Joint Exercises, Tests and Training",High,,G2G,Military,9.0,,USINDOPACOM,Japan,Government,Japan Ministry of Defense (JMOD),,USEUCOM,France,Government,French Ministry for Europe and Foreign Affairs,,"Cap 3, section 3, Cooperation in Use of Space Domain: https://www.mod.go.jp/en/publ/w_paper/wp2022/DOJ2022_EN_Full_02.pdf",,
JPN Space Policy Secretariat-ROK Ministry of Science and ICT Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USINDOPACOM,Japan,Government,National Space Policy Secretariat (NSPS),,USINDOPACOM,South Korea,Government,Korean Ministry of Science & ICT,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN Space Policy Secretariat-ROK MOFA Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,National Space Policy Secretariat (NSPS),,USINDOPACOM,South Korea,Government,Korean Ministry of Foreign Affairs,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN Space Policy Secretariat-US DOS Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,National Space Policy Secretariat (NSPS),,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN Space Policy Secretariat-US NSC Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,National Space Policy Secretariat (NSPS),,USNORTHCOM,United States,Government,National Space Council,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN-FRA Hayabusa-MASCOT Rover,JPN-FRA Hayabusa-MASCOT Rover,,Legacy,Science & Exploration,Interplanetary,2018,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,Hayabusa 2,USEUCOM,France,Government,French Space Agency (CNES),,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,https://cnes-tous-besoin-despace-2021.fr/assets/docs/Plaquette-CNES-2021-ENG-Web.pdf,,
JPN-FRA SDA Data-Sharing Agreement in 2017,JPN-FRA SDA Data-Sharing Agreement in 2017,,Legacy,SDA & Combat Power,Space Domain Awareness,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japan Ministry of Defense (JMOD),,USEUCOM,France,Government,French Ministry for Europe and Foreign Affairs,,"Cap 3, section 3, Cooperation in Use of Space Domain: https://www.mod.go.jp/en/publ/w_paper/wp2022/DOJ2022_EN_Full_02.pdf",,
JPN-France Comprehensive Space Dialogue,JPN-France Comprehensive Space Dialogue,,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japan Ministry of Defense (JMOD),,USEUCOM,France,Government,French Ministry for Europe and Foreign Affairs,,"Cap 3, section 3, Cooperation in Use of Space Domain: https://www.mod.go.jp/en/publ/w_paper/wp2022/DOJ2022_EN_Full_02.pdf",,
JPN-GER Hayabusa-MASCOT Rover,JPN-GER Hayabusa-MASCOT Rover,,Legacy,Science & Exploration,Interplanetary,2018,Cooperative RDT&E,Low,Cooperative,G2G,Civil,6.0,Hayabusa 2,USEUCOM,Germany,Government,German Aerospace Center (DLR),,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,https://cnes-tous-besoin-despace-2021.fr/assets/docs/Plaquette-CNES-2021-ENG-Web.pdf,,
JPN-Italy ISR Data-Sharing,JPN-Italy ISR Data-Sharing,,Legacy,Space Sensing,Environmental Monitoring,2016,Data and Intel Sharing,Low,Cooperative,G2G,Civil,6.0,,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,USEUCOM,Italy,Government,Italian Space Agency (ASI),,https://bandiasi.almaviva.it/en/news/agreement-between-asi-and-jaxa,,
JPN-KSA Bilateral Space Dialogue,JPN-KSA Bilateral Space Dialogue,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USINDOPACOM,Japan,Government,Government of Japan,,USCENTCOM,Saudi Arabia,Government,Government of Saudi Arabia,,https://www.aa.com.tr/en/middle-east/saudi-japanese-leaders-discuss-enhancing-cooperation/2947535,,
JPN-LUX 2017 MoU,JPN-LUX 2017 MoU,,Legacy,Science & Exploration,Interplanetary,2017,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USEUCOM,Luxembourg,Government,Luxembourg Ministry of the Economy,,https://parabolicarc.com/2017/11/30/luxembourg-japan-sign-space-cooperation-agreement/,,
JPN-NOR Space Science Partnership (Kyoto University),JPN-NOR Space Science Partnership (Kyoto University),,Legacy,Science & Exploration,Orbital,2021,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USINDOPACOM,Japan,Industry,,Kyoto University,USEUCOM,Norway,Industry,,University of Oslo,https://prosjektbanken.forskningsradet.no/en/project/FORISS/322558?Kilde=FORISS&distribution=Ar&chart=bar&calcType=funding&Sprak=no&sortBy=date&sortOrder=desc&resultCount=30&offset=0&Organisasjon.1=%C3%98vrige&source=FORISS&projectId=332468,,
JPN-SGP Joint Committee on S&T,JPN-SGP Joint Committee on S&T,,Legacy,Science & Exploration,Orbital,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Singapore,Government,"Agency for Science, Technology, & Research (A*STAR)",,https://www.mofa.go.jp/dns/isc/page25e_000193.html,,
JPN-USA Commercial Space Cooperation Agreement 2023,QUAD Commercial Space Cooperation Agreement 2023,GJ,New,SDA & Combat Power,Space Domain Awareness,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Commercial,3.0,,USINDOPACOM,Japan,Government,Government of Japan,,USNORTHCOM,United States,Government,United States Government,,https://www.space.commerce.gov/quad-leaders-announce-commercial-space-cooperation/,,
JRC-Intellian Partnership,JRC-Intellian Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,South Korea,Industry,,Intellian,USINDOPACOM,Japan,Industry,,Japan Radio Company (JRC),https://www.intelliantech.com/en/news/newsroom/jrc-and-intellian-announce-new-strategic-maritime-satcom-systems-partnership/#,,
JSC - ESA Sentinel-3B satellite Launch 2018,JSC - ESA Sentinel-3B satellite Launch 2018,DS,New,Assured Access to Space,Launch,2018,Transactions,High,Transaction,G2G,Civil,6.0,Copernicus,USEUCOM,Russia,Government,"State Space Research and Production Center named after M.V. Khrunichev"" (JSC)",,USEUCOM,European Union,Government,European Space Agency (ESA),,http://polyot.su/main.php?id=1&nid=1155,,
JSC - KARI KSLV-1 Co-development 2010,JSC - KARI KSLV-1 Co-development 2010,DS,New,Science & Exploration,Orbital,2010,Co-Production,High,Cooperative,G2G,Civil,9.0,KSLV-1,USEUCOM,Russia,Government,"State Space Research and Production Center named after M.V. Khrunichev"" (JSC)",,USINDOPACOM,South Korea,Government,Korea Aerospace Research Institute (KARI),,http://polyot.su/main.php?id=1&nid=585,,
JSC - KIST/SaTReC Co-development 2010,JSC - KIST/SaTReC Co-development 2010,DS,New,Science & Exploration,Orbital,2010,Co-Production,High,Cooperative,G2G,Civil,9.0,KSLV-1,USEUCOM,Russia,Government,"State Space Research and Production Center named after M.V. Khrunichev"" (JSC)",,USINDOPACOM,South Korea,Government,Korea Institute of Science and Technology/Satellite Technology Research Center (KAISTSaTReC),,http://polyot.su/main.php?id=1&nid=585,,
JSC - NNSC Launch KSLV-1  2010,JSC - NNSC Launch KSLV-1  2010,DS,New,Assured Access to Space,Launch,2010,Co-Production,High,Cooperative,G2G,Civil,9.0,KSLV-1,USEUCOM,Russia,Government,"State Space Research and Production Center named after M.V. Khrunichev"" (JSC)",,USINDOPACOM,South Korea,Government,Naro Space Science Center (NNSC),,http://polyot.su/main.php?id=1&nid=585,,
JSI-Maxar EO Imagery Partnership,JSI-Maxar EO Imagery Partnership,,Legacy,Space Sensing,ISR & Remote Sensing,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,B2B,Commercial,3.0,,USINDOPACOM,Japan,Industry,,Japan Space Imaging Corporation,USNORTHCOM,United States,Industry,,Maxar,https://www.jsicorp.jp/en/business.html,https://blog.maxar.com/space-infrastructure/2018/spaceview-long-term-partnerships-built-on-trust,
J-Space-Virgin Orbit Partnership,J-Space-Virgin Orbit Partnership,,Legacy,Not Specified,Not Specified,2022,Infrastructure Access,Low,Cooperative,B2B,Commercial,3.0,,USINDOPACOM,South Korea,Industry,,J-Space,USNORTHCOM,United States,Industry,,Virgin Orbit,https://virginorbit.com/the-latest/j-space-partners-with-virgin-orbit-to-bring-sovereign-air-launch-capability-to-south-korea/,,
Ka-Band Capacity Avanti-Turksat,Ka-Band Capacity Avanti-Turksat,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USEUCOM,United Kingdom,Industry,,Avanti,USEUCOM,Turkey,Industry,,Turksat,https://spacenews.com/avanti-turns-to-regional-operator-partnerships-to-expand-satellite-coverage/,,
Kacific-ABS Partnership,Kacific-ABS Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Hong Kong,Industry,,ABS,https://kacific.com/news/kacific-taps-abs-ground-infrastructure-for-its-gateway-services-to-the-philippines-and-the-greater-pacific-region/,,
Kacific-Av-Comm Partnership,Kacific-Av-Comm Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2016,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Australia,Industry,,Av-Comm,https://kacific.com/news/kacific-selects-av-comm-teleport-for-first-satellite-broadband-service-in-the-pacific/,,
Kacific-BigNet Partnership,Kacific-BigNet Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2015,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Indonesia,Industry,,PT Bis Data Indonesia (BigNet),https://kacific.com/news/kacific-and-bignet-bring-fast-affordable-broadband-to-all-indonesians/,,
Kacific-Boeing satellite,Kacific-Boeing satellite,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2017,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,Singapore,Industry,,Kacific,USNORTHCOM,United States,Industry,,Boeing,https://kacific.com/news/kacific-places-order-with-boeing-for-a-high-throughput-satellite/,,
Kacific-Gravity Internet Partnership,Kacific-Gravity Internet Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,New Zealand,Industry,,Gravity Internet,https://kacific.com/news/agile-players-gravity-and-kacific-bring-competition-to-broadband-market/,,
Kacific-iDirect Ground Infrastructure Development 2023,Kacific-iDirect Ground Infrastructure Development 2023,JF,New,SATCOM & PNT,SATCOM & Data Transport,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USNORTHCOM,United States,Industry,,ST Engineering iDirect,https://www.stengg.com/en/newsroom/news-releases/kacific-and-st-engineering-idirect-extend-technology-partnership-to-expand-satellite-connectivity-in-southeast-asia-and-other-regions/,,
Kacific-Kratos Partnership,Kacific-Kratos Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,Singapore,Industry,,Kacific,USNORTHCOM,United States,Industry,,Kratos Defense & Security Solutions,https://kacific.com/news/kacific-selects-kratos-to-build-state-of-the-art-multi-site-gateways-for-kacific-1/,,
Kacific-Sky Perfect JSAT Shared Satellite Platform,Kacific-Sky Perfect JSAT Shared Satellite Platform,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2017,Co-Production,Low,Cooperative,B2B,Commercial,5.0,,USINDOPACOM,Japan,Industry,,Sky Perfect JSAT Group,USINDOPACOM,Singapore,Industry,,Kacific,https://spacenews.com/kacific-overcomes-ex-im-setback-by-teaming-with-jsat-on-boeing-condosat-order/,,
Kacific-Teleglobal Partnership,Kacific-Teleglobal Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Indonesia,Industry,,PT. Indo Pratama Teleglobal,https://kacific.com/blog/news/teleglobal-and-kacific-complete-large-scale-deployment-of-mobile-backhaul-services/,,
Kacific-Telikom Partnership,Kacific-Telikom Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Papua New Guinea,Industry,,Telikom Limited,https://kacific.com/blog/news/kacific-and-telikom-limited-solidify-partnership-focus-on-further-expansion/,,
Kacific-Tonga Communications Corporation Emergency Capacity,Kacific-Tonga Communications Corporation Emergency Capacity,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Tonga,Industry,,Tonga Communications Corporation,https://kacific.com/png/news/kacific-and-tonga-communications-corporation-increase-tongas-communications-infrastructure-resilience/,https://www.datacenterdynamics.com/en/news/dispute-over-57m-means-kacific-wont-provide-satellite-comms-to-tonga/,
Kacific-Tonga Satellite Partnership,Kacific-Tonga Satellite Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Tonga,Industry,,Tonga Satellite,https://kacific.com/news/togan-gov-signs-with-kacific/,,
Kacific-Tuvalu Government Partnership,Kacific-Tuvalu Government Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2020,Transactions,Low,Transaction,B2G,Commercial,3.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Tuvalu,Government,Government of Tuvalu,,https://kacific.com/news/tuvalu-government-signs-agreement-with-kacific-for-wide-ranging-suite-of-connectivity-services/,,
Kacific-Tuvalu Telecoms Partnership,Kacific-Tuvalu Telecoms Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2014,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Kacific,USINDOPACOM,Tuvalu,Industry,,Tuvalu Telecommunications Corporation,https://kacific.com/news/tuvalu-telecommunications-corporation-signs-five-year-satellite-broadband-deal-with-kacific/,,
